Poste;Entreprise;Pays;Ville;Type de contrat;Salaire;Description
DEVELOPPEUR JAVA SWING ANGULARJS - F/H;Ingeniance;France;Paris (75);CDI;None;Contexte : Au sein de notre client vous intégrerez l'équipe IT Front. Cette équipe travaille sur la plateforme mondiale de Pre Trade, Execution & Post Trade processing (activité vente et trading Flow et Exotic).  Missions: Garantir une haute qualité de support de niveau 3 Participer à des projets clés pour la banque dans le cadre de l'industrialisation des process et de la réduction des risques opérationnels (projets EQD Industrialisation, MAD Transfo, Regulateurs) Assurer l'implémentation des nouvelles fonctionnalités (Front sous AngularJS et Swing) Proposer et effectuer la maintenance corrective et évolutive Participer à l'analyse des spécifications en vue de définir les étapes de réalisation (faisabilité, estimation des charges, ...) Participer à l'amélioration des process de dev et de l'architecture technique  Profil recherché: Diplômé(e) d'une grande école d'ingénieurs ou de formation équivalente (Bac+5) Vous justifiez d'une première expérience en développement acquise dans le cadre d'un projet d'école ou d'un stage. Doté d'un bon relationnel, vous disposez d'une bonne capacité d'analyse. Vous justifiez de compétences en Java/J2ee. La maîtrise de l'anglais est indispensable. Votre goût pour le développement orienté objet et votre attrait pour la finance de marché permettront en sus de votre disponibilité et votre résistance au stress de réussir dans le poste. INGENIANCE est une société jeune et dynamique qui stimule l'innovation et la transformation digitale par l'accompagnement de ses clients dans leurs projets liés aux nouvelles technologies.  Spécialiste des secteurs Banque, Finance et Assurance, INGENIANCE est également une entreprise technology-oriented qui offre une expertise multi-sectorielle autour du Big Data, du développement informatique, de la Blockchain et de la philosophie DevOps.  Ceci permet à INGENIANCE de se positionner comme une entreprise leader du marché financier et avant-gardiste des technologies disruptives.
Stage JAVA;Idoine Conseil;France;Paris (75);Stage;None;Stagiaire Développeur Java/J2EE (H/F)   IDOINE Conseil, société à taille humaine spécialiste des applications Web métier et éditeur de logiciel avec ses filiales SATIS, BeCoopt.com, Intelco, est installée au coeur de Paris, dans le 9ème arrondissement.  Nous comptons parmi nos clients des références prestigieuses telles que LCL, Banque Natixis, Caisses des Dépôts, La Cnil, Le CNFPT, Le Ministère de la Défense, le Ministère du Travail, la DGA et le Ministère de l’écologie.  Sous la responsabilité d'un Chef de projets, vous serez pleinement impliqué(e) dans toutes les phases de la réalisation des projets :  Conception et Développement de nouvelles fonctionnalités  Optimisation des performances,  Conception et développement d'interfaces mobiles,  Interfaçage d'API (Facebook, Twitter...) ou échanges inter-application (Webservices),  Etre force de proposition sur les développements techniques,  Maintenir une veille technologique active  De formation supérieure en informatique, vous êtes passionné(e) par le développement Web, et vous souhaitez acquérir de réelles compétences techniques dans les domaines suivants :  Frameworks Java EE (JSF, Struts 2, Play)  Bases de Données Relationnelles (MySQL, PostgresSQL, Oracle 10G/11G ou sQL Server)  Librairies Javascript Non Intrusives (Jquery)  Intégrations HTML (XHTML, HTML 5, CSS 3)  XML  Eclipse IDE  Serveurs d'Application Tomcat, JBoss-  Mobilité (Java ME / Apache Cordova)  Vous êtes curieux (se) et motivé(e) par des projets innovants, avec l'envie d'évoluer au sein d'une équipe de professionnels reconnus. Au sein de nos équipes, vous aurez des opportunités de stages en alternance et des opportunités de carrières en CDI.
(alternance) développeur informatique java, python, ... F/H;Hesperie Conseil;France;Paris 3e (75);Temps plein, CDI, Apprentissage, Contrat pro;806 € par semaine;L'entreprise HESPERIE CONSEIL est un cabinet de conseil spécialisé en Finance des Marchés et Asset Management. HESPERIE CONSEIL propose ses prestations haut de gamme aux institutions du monde de la finance, Banques de Financement et d’Investissement, Asset Managers et autres acteurs de «l’industrie financière». Les expertises que nous proposons relèvent du Conseil en Organisation, Maitrise d’Ouvrage Maitrise d’œuvre spécialisée, Analyse Quantitative Risk Management afin de répondre aux problématiques de nos clients, du front au back. s  Description du poste Nous recherchons des candidats pour des formations en alternance sur des postes de développement informatique : Développeur Python, PHP, Web, JAVA, ... Administrateur de base de données Data scientist etc ... Nous proposons les formations disponibles chez OpenClassroom mais vous pouvez choisir une autre école si celle-ci dispose d'un cursus en alternance. Veuillez consulter la brochure pour connaitre les conditions d’éligibilité et découvrir le contenu de la formation : https://openclassrooms.com/fr/... et rythme de cette alternance en ligne Cette formation dure de 12 à 24 mois et vous mobilisera 5/7 jours. Le rythme de votre alternance est à définir avec votre entreprise, il est généralement 2 jours de formation et 3 jours en entreprise par semaine. Votre semaine sera divisée en deux parties. Durant vos jours de formation : vous suivrez vos cours et réaliserez vos projets en ligne. Vous serez accompagné par un expert métier jusqu'à votre diplôme, avec qui vous aurez un rendez-vous chaque semaine en visioconférence. Durant vos jours en entreprise : vous serez chez votre employeur et réaliserez les missions dont vous aurez la charge, afin de mettre en pratique tout ce que vous aurez appris. Contrat et rémunération Vous serez employé par votre entreprise dans le cadre d'un contrat d'apprentissage ou d'un contrat de professionnalisation. Nous vous invitons à vérifier votre éligibilité au contrat visé dans la brochure ci-dessus. Votre formation est gratuite pour vous, et vous bénéficiez même dès le 1er jour d’une rémunération correspondant à un pourcentage du SMIC (ou, dans certains cas, du salaire minimum conventionnel). Concrètement nous vous proposons une rémunération minimum de 806€ + avantages divers (mutuelle, tickets restaurant et remboursement partiel des frais de transport, ...). Trouver votre entreprise d’accueil Si vous êtes sélectionné pour intégrer cette formation après l’entretien d’admission, Nous vous trouvons votre entreprise d’accueil. Nous travaillons principalement avec des grandes institutions financières : Banque de financement et d'investissement, Assurance Gestionnaire d'actifs, Si votre profil correspond à leurs besoins, notre équipe travaillera en direct avec vous pour trouver le poste qui vous correspond, vous aider à décrocher des entretiens et vous accompagner pour la signature du contrat. Type d'emploi : Temps plein, Apprentissage Formation: Baccalauréat + 3 Langue Français et Anglais  Compétences requises Profil Recherché : De formation supérieure Bac +3 Curieux, et bonnes capacité à dialoguer avec différentes équipes
Stage Développement JAVA (6mois ou Pré-embauche);Finance active;France;Paris (75);Stage;None;Description de l'entreprise  Créée en 2000, la Fintech Finance Active propose des solutions SaaS pour améliorer la performance dans la gestion de la dette et le management des risques financiers. Notre mission : fournir une information d'exception et un haut niveau d'accompagnement aux équipes financières pour augmenter leur marge de manœuvre opérationnelle et financière.  Nous accompagnons la transformation digitale des services financiers des entreprises, des collectivités locales et des institutions financières avec plus de 13 000 utilisateurs sur 5 continents.  Notre mission : fournir une information d’exception et un haut niveau d’accompagnement aux équipes financières pour augmenter leur marge de manœuvre opérationnelle et financière.  Nos solutions connectées en continu aux marchés financiers apportent une vision unifiée et dynamique des opérations et permettent d’en simplifier la gestion. Résolument orientées utilisateurs, elles instaurent de l’agilité et des modes collaboratifs -jusque-là inédits- dans la conduite de la performance financière.  Chiffres clés : 24 M€ de CA / 1000 Md€ de positions / 150 collaborateurs pour une moyenne d'âge de 33 ans / 1 département R&D à Paris / Des bureaux dans 6 pays.  Plus d’informations : www.financeactive.com  Description du poste  Finance Active développe des solutions SaaS basées sur un concept innovant qui place les nouvelles technologies et l'accompagnement au cœur de la relation client. Nos systèmes experts sont développés à partir des dernières technologies en Java Web et sont reconnus comme une référence incontournable en matière de gestion de la dette.  Vous rejoignez le pôle R&D et travaillez dans un cadre méthodologique Agile (SCRUM) qui met l’auto organisation, la communication, la transparence et la satisfaction du client au centre du projet.  Votre mission sera de participer dans un premier temps au développement, la maintenance et la pérennisation d’un module financier intégré à notre système d’information exploitant des données internes.  Vous contribuerez à la réflexion, aux séances de brainstorming, à la réalisation de POC, prototypes et études de performance.  Vos tâches consisteront à travailler sur toutes les couches techniques du module, les tests, le delivery et la résolution de problèmes de production.  Vous serez, notamment, confronté à des problématiques « data », multiples sources de données, collecte, réconciliation, processing, business analytics, sécurisation et consommation de données par des BI, applications tiers.  Qualifications  En dernière année d’école d’ingénieur généraliste ou à composante informatique, le candidat devra faire preuve d’une bonne autonomie, d’une appétence pour le mindset Agile ainsi que d’une bonne capacité d’analyse et de synthèse. L’enjeu est d’être en mesure de se projeter dans une solution jeune et ambitieuse et de bien appréhender l’écosystème « data », ses tenants et ses aboutissants.  D’un point de vue technique, une bonne connaissance de programmation Objet (JAVA), langage Front (Html, Javascipt) et des bases de données est nécessaire.  Des connaissances en data management, deep learning, data vizualisation sont un plus.  Informations complémentaires  Type contrat : Stage 6 mois Date de début : dès que possible
Développeur JAVA/JEE Junior H/F;Orange;France;Nanterre (92);CDI;None;Nous recherchons pour notre site de Paris des développeurs Java J2EE (F/H) pour renforcer notre département. Vous interviendrez sur des projets de développement auprès de nos clients grands comptes. Vous aurez comme principales missions : Rédiger les spécifications détaillées et les maquettes associées Développer les fonctionnalités (Java / J2EE) ou Angular Réaliser les tests et la documentation technique about you De formation BAC+5 minimum, type école d'ingénieurs ou universitaire, vous avez acquis des compétences en conception et développement dans le domaine JAVA / J2EE ou Angular. Vous avez également une connaissance des architectures distribuées et des compétences dans les outils Spring, Struts, Hibernate, Maven, GIT, Jenkins ou encore Sonar. La connaissance en sécurité des web services est un plus. Vous avez une expérience de développement en mode AGILE (rythme de livraison, agilité de refactoring de code, partage journalier de l'avancement avec l'équipe,…) Autonome, dynamique, doté(e) d'un excellent relationnel, vous avez une grande capacité d'adaptation et de communication au sein d'une équipe déjà en place, vous souhaitez rejoindre une structure en croissance, intégrée à un grand groupe pour construire votre carrière, au travers de réalisations techniques pour des clients d'envergure, alors rejoignez-nous ! department Smart Mobility Services Dans un écosystème de plus en plus ouvert et collaboratif, les entreprises font de la transformation digitale un facteur-clé décisif pour leur compétitivité de demain. Pour les accompagner, la direction IOT et Mobilité Connectée d’Orange Business Services propose des solutions innovantes basées sur les réseaux mobiles et les objets connectés. Notre ambition est de devenir un des leaders mondiaux du marché de l’IOT, représentant une réelle opportunité stratégique pour les années à venir dans les domaines clés que sont les « Smart Cities », l’automobile et l’Industrie. Pour la 4ème année consécutive, Orange reçoit la certification « Top Employer Global » 2019. Cette certification consacre les meilleures politiques et pratiques en termes de programmes de ressources humaines. L’innovation est essentielle à votre métier, construisons la ensemble !  contract CDI
Alternant(e) - Ingénieur développement JAVA (h/f);SFR;France;Paris (75);Apprentissage, Contrat pro;None;Au sein de la Direction SI B2C et plus précisément au sein de la Direction Back Mobile, vous intégrerez une équipe SI dont les applications sont au cœur du SI Mobile, couvrant le périmètre Grand Public. Vous participerez au développement d'une nouvelle application au SI et échangerez avec les différentes directions SI d'un Opérateur Télécom, en relation avec des Métiers variés comme le Service Client, le marketing , le Selfcare.  Vous aurez pour missions principales:  Etude du besoin et travail en collaboration avec le chef de projet et le métier pour cadrer les besoins Analyse des besoins et proposition de la solution technique Rédaction des spécifications techniques et fonctionnelles Participation aux développements de l'application et aux tests et à la recette Assurer le support et la prise en charge des corrections des anomalies identifiées, et la maintenance correction et évolutive sur les solutions Collaborer avec les autres équipes SI impliquées dans les projets  Vous êtes intéressé(e)s par l'aventure? Rejoignez-nous ! Profil Vous êtes en Master 1/Master 2 en Université ou en 2e cycle ou 3e cycle (école d'informatique, école d'ingénieur), avec une spécialisation en développement. Vous recherchez une alternance sur 12 ou 24 mois de préférence. (Apprentissage ou Professionnalisation). Rythme d'alternance: 3 semaines entreprise / 1 semaines école. Vous êtes curieu(se)x, dynamique et méthodique dans la conduite de projets ! Vous avez un attrait pour la Conception & le Développement logiciel (Java, PL/SQL, ...) Maîtrise de Microsoft Office (Powerpoint, Excel, Word a minima). Maîtrise de langages de développement : JAVA, Spring, services SOAP et REST, BDD et Socle : VM, Linux, Dockers, Kubernetes, IntelliJ et Build : Jenkins, Maven, Git. Période du début de l'alternance: septembre 2020.
Développeur.se Java Javascript;KANOMA;France;Nantes (44);Temps plein, CDI;None;Intégrer Kanoma, c’est faire partie de notre tribu agile et contribuer à un projet commun. Une tribu à l’écoute, qui prendra soin de toi, t’accompagnera dans ton projet pro et avec qui tu pourras rigoler ! La tribu c’est quoi ? de l'agilité jusqu'au bout des ongles : au delà d'une méthode, on a l'état d'esprit. Essayer, tester, se tromper, réessayer... La remise en question est au cœur de notre fonctionnement ! du partage à foison : des échanges quotidiens sur slack, des afterworks, des REX, des déjeuners, des soirées sportives et bien d’autres choses encore (on ne dévoile pas tout dans cette annonce) de l’ouverture à l’écosystème numérique nantais en participant aux events locaux : Devfest, Web2day Agile tour, les meetups… de la co-construction et l'implication des kanomiens dans nos projets : suivi de Karrière, formation, projets RSE, etc. Nous tribu tech grandit, rejoins-là et participe au développement de Kanoma ! Partage ton expérience, participe au projets internes et accompagne nos clients dans leur transformation numérique. On t'offre un terrain de jeux riche. Avec une stack technique variée : Java, Javascript (Node, Vue, React, Angular), Python, Scala, Go… et une diversité de typologie de projets. Ta mission : Etudier la faisabilité technologique de l'application avec l'équipe de développeurs Élaborer les technical stories Participer au développement de l'application avec l'équipe de développeurs Participer aux rituels agiles : daily, rétro, poker planning, grooming et démo Faire de la veille et partager avec les tech de kanoma Pourquoi rejoindre notre tribu ? Si tu veux travailler en proximité avec nos clients Si tu as soif de partage et que tu regorges d’idées ! Tu intégreras un environnement de travail enrichissant, favorisant la prise d'initiative et le partage ! Si tu veux partager avec nous ton projet, tes idées, contacte-nous ! Nous échangerons avec plaisir avec toi autour d'un café ou d'un thé =) A bientôt ! Avantages : Participation au transport RTT Titre-restaurant / Panier Type d'emploi : Temps plein, CDI Salaire : 33 000,00€ à 40 000,00€ /mois Expérience: développeur.se java javascript ou similaire: 1 an (Souhaité)
Analyste développeur Java H/F;Atos;France;Six-Fours-les-Plages (83);None;None;Atos est un leader international de la transformation digitale avec 110 000 collaborateurs dans 73 pays et un chiffre d’affaires annuel de 12 milliards d’euros. Numéro un européen du Cloud, de la cybersécurité et des supercalculateurs, le Groupe fournit des solutions intégrées de Cloud Hybride Orchestré, Big Data, Applications Métiers et Environnement de Travail Connecté. Partenaire informatique mondial des Jeux Olympiques et Paralympiques, le Groupe exerce ses activités sous les marques Atos, Atos|Syntel, et Unify. Atos est une SE (Société Européenne) cotée sur Euronext Paris et fait partie de l’indice CAC 40.  La raison d’être d’Atos est de contribuer à façonner l’espace informationnel. Avec ses compétences et ses services, le Groupe supporte le développement de la connaissance, de l’éducation et de la recherche dans une approche pluriculturelle et contribue au développement de l’excellence scientifique et technologique. Partout dans le monde, Atos permet à ses clients et à ses collaborateurs, et plus généralement au plus grand nombre, de vivre, travailler et progresser durablement et en toute confiance dans l’espace informationnel.  Le poste nécessitant l’accès à des informations pouvant relever du secret de la défense nationale, des habilitations de type « Confidentiel Défense » et/ou « Secret Défense » pourront être requises.  Caractéristiques du poste  Vous intégrerez le programme Naval Forces composé de développeurs, d’architectes et de référents fonctionnels.  Vous travaillez sur des missions de développement d’applications en Java sur des projets au forfait ou en plateau technique sur sites clients.  Vous participerez à la conception, au développement, l’élaboration de tests unitaires J-unit et à la recette du projet.  Vidéo projet: https://atos.net/en/solutions/critical-systems  Profil  De formation supérieure en informatique, vous bénéficiez d'une première expérience significative (stage, alternance, ...) sur un poste similaire.  Les compétences techniques requises sont les suivantes : Le langage Java et le développement (SWING, JPA) L’élaboration de tests unitaires J-unit L’application des bonnes pratiques Java Le respect de la qualité du code (SONAR, Findbugs, PMD, checkstyle)  Les compétences suivantes seront appréciées : OSGI – SQL – SWING - JavaFX et utilisation de Synth Modélisation UML Outils et frameworks de développement : Maven – Eclipse  L’anglais oral et écrit de niveau intermédiaire est requis.  Le poste est à pourvoir sur notre site de Six-Fours (83).  INFORMATIONS ADDITIONNELLES : Chez Atos la diversité est au cœur de notre politique RH. C'est pourquoi Atos a mis en place un accord relatif à l’égalité professionnelle entre les hommes et les femmes. Par ailleurs, nos métiers sont tous accessibles aux personnes en situation de handicap, et ce quelle que soit la nature de leur handicap.
Développeur Front-end Angular - Alternance ou Stage - H/F;PLANZONE;France;Le Kremlin-Bicêtre (94);Apprentissage;None;Le groupe Augeo Software est un éditeur de logiciels spécialisés dans la transformation digitale des entreprises. Nous sommes leader européen depuis plus de 25 ans sur des solutions logicielles de collaboration et de gestion de portefeuille de projets (PPM). Nos différents produits et services répondent aussi bien aux besoins des grandes entreprises qu'aux PME/TPE. Nous sommes les créateurs de PLANZONE, un logiciel de gestion de projet collaboratif en mode SaaS qui simplifie la planification, le suivi d'un projet et favorise le travail en équipe. C'est un des produits phares du groupe. Plus de détails sur notre site web : planzone.fr. Afin de renforcer nos équipes techniques, nous recherchons un(e) Développeur Front-end Type de poste Alternance et contrat de professionnalisation Stage possible si minimum 3 mois Poste à pourvoir dès que possible. Basé à Gentilly (94250) et au Kremlin Bicêtre (94270) dès octobre 2020, proche du métro Porte d'Italie et juste à côté des écoles EPITA et EPITECH Missions Après une expérience réussie sur quelques projets Angular, vous souhaitez poursuivre votre expertise dans un environnement à la pointe de la technologie Architecture SaaS/Cloud « micro-services » Produire les pages de l'application Planzone Mobile S'assurer de la couverture du code par des tests unitaires S'assurer de la conformité des des pages avec le design spécifié par le web designer Produire des pages responsives Déployer l'application Planzone mobile lorsque celui ci sera prêt pour la production Faire la veille technologique et concurrentielle Participer aux discussions concernant les évolutions futures de Planzone Profil De formation BAC+5 (école d’ingénieur ou universitaire), vous avez une expérience réussie dans le développement d’applications, vous avez déjà travaillé avec les technologies Angular/Javascript et HTML/CSS. Des qualités d’autonomie, de curiosité et un goût pour les toutes dernières technologies sont essentielles pour ce poste. Amené à travailler sur des technologies très récentes, une capacité à rechercher des solutions techniques et à s'auto-former sur les sujets techniques sont essentielles. Vous possédez une très bonne maîtrise du Pack-office mais également des outils informatiques au sens large et le goût de se former en permanence aux NTIC. Avantages : Participation au transport Titre-restaurant / Panier Type d'emploi : Apprentissage Expérience: developpeur java/jee - stage ou alternance ou similaire: 1 an (Souhaité) Formation: Bac +4 (Maîtrise) (Requis) Lieu: 94270 Le Kremlin-Bicêtre (Requis) Langue: français et anglais (Souhaité)
INGENIEUR DEVELOPPEMENT LOGICIEL JAVA/C++ F/H;Médiane Système;France;Saint-Étienne (42);Temps plein, CDI;33 000 € - 38 000 € par an;Et si nous parlions directement de ce qui vous intéresse ? Descriptif du poste Au sein d'une jeune entreprise stéphanoise concevant et fabricant des testeurs de composants électroniques, vous intervenez avec l'équipe en place sur la conception, le développement et le support des suites logicielles (en JAVA ou C++) permettant de piloter les instruments et analyser les résultats. Dans le cadre de projets innovants, votre travail consistera à concevoir des logiciels afin d'utiliser les produits au maximum de leur potentiel : pour cela, vous êtes force de proposition et participez pleinement à l'élaboration de ces produits. Vous pourrez être amené, selon vos compétences, à développer les couches logicielles bas niveau, proche de l'électronique. Vous travaillerez en méthode agile dans un contexte international (déplacements ponctuels à l'étranger). Descriptif du profil De formation Bac+5 en informatique industrielle, vous avez une première expérience en développement logiciel en C++ ou JAVA et vous aimez travailler en équipe dans l'élaboration complète d'un produit à haute technicité. Vous avez des connaissances en électronique qui vous permettront d'échanger avec les designers Hardware du produit. Vous maîtrisez l'anglais à l'oral comme à l'écrit pour faciliter les contacts avec les différents clients. Si cette opportunité vous intéresse, postulez pour prendre contact avec notre agence de Lyon ! Type d'emploi : Temps plein, CDI Salaire : 33 000,00€ à 38 000,00€ /an Expérience: developpeur logiciel java ou C++: 1 an (Souhaité)
